hub,betweenness,in_degree,out_degree,hub_out_median_factor,hub_out_pct_delayed,hub_out_trip_count,hub_out_median_dwell,risk_score,risk_score_normalized
IND401104AAB,0.0,2,2,2.3277777779999997,1.0,26.0,125.5,0.0,0.0
IND390018AAB,0.0,1,1,2.0,1.0,1.0,31.0,0.0,0.0
IND384355AAB,0.0,1,2,1.492307692,1.0,13.0,5.0,0.0,0.0
IND342601AAA,0.0,1,2,1.947368421,1.0,9.0,21.0,0.0,0.0
IND363641AAA,0.0,0,2,1.515151515,0.8571428571428571,7.0,17.0,0.0,0.0
IND342902AAA,0.0,2,1,2.387096774,1.0,5.0,85.0,0.0,0.0
IND345001AAA,0.0,1,2,1.337662338,1.0,5.0,12.0,0.0,0.0
IND345021AAA,0.0,2,1,1.4492424245,0.8,10.0,20.0,0.0,0.0
IND360003AAA,0.0,0,1,2.1023076925,1.0,2.0,43.0,0.0,0.0
IND361001AAA,0.0,0,1,1.733653846,1.0,16.0,28.5,0.0,0.0
IND361315AAA,0.0,1,1,1.555555556,1.0,11.0,3.0,0.0,0.0
IND362225AAA,0.0,1,1,1.7824074075,1.0,6.0,3.0,0.0,0.0
IND363330AAB,0.0,1,1,1.615615616,0.875,8.0,20.5,0.0,0.0
IND363520AAC,0.0,0,1,1.183673469,0.3076923076923077,13.0,34.0,0.0,0.0
IND363621AAB,0.0,1,1,1.7352941175,1.0,2.0,14.5,0.0,0.0
IND364270AAA,0.0,0,1,1.8967105265,1.0,2.0,0.0,0.0,0.0
IND383255AAB,0.0,1,1,1.457943925,0.7777777777777778,9.0,83.0,0.0,0.0
IND364290AAA,0.0,1,1,2.172413793,1.0,1.0,18.0,0.0,0.0
IND370110AAA,0.0,1,2,2.096774194,1.0,15.0,11.0,0.0,0.0
IND370615AAB,0.0,2,1,4.1182065215,1.0,2.0,158.0,0.0,0.0
IND380006AAA,0.0,0,1,1.818181818,1.0,18.0,22.5,0.0,0.0
IND380006AAB,0.0,0,1,3.583333333,1.0,27.0,20.0,0.0,0.0
IND380021AAA,0.0,0,1,2.8846153845,1.0,30.0,54.0,0.0,0.0
IND380054AAA,0.0,1,1,2.363970588,1.0,24.0,25.5,0.0,0.0
IND382421AAA,0.0,1,2,1.857142857,0.7931034482758621,29.0,32.0,0.0,0.0
IND382715AAA,0.0,1,1,1.981818182,1.0,18.0,13.5,0.0,0.0
IND382721AAA,0.0,2,1,2.731707317,1.0,15.0,24.0,0.0,0.0
IND244713AAA,0.0,3,2,2.0,1.0,17.0,35.0,0.0,0.0
IND244501AAA,0.0,1,1,1.309920635,0.75,8.0,18.0,0.0,0.0
IND243001AAA,0.0,0,2,2.222222222,1.0,15.0,84.0,0.0,0.0
IND131021AAA,0.0,0,1,1.625,0.8620689655172413,58.0,26.0,0.0,0.0
IND121102AAA,0.0,1,1,3.992857143,1.0,12.0,50.0,0.0,0.0
IND122001AAD,0.0,1,1,1.8455882355,0.9,10.0,14.5,0.0,0.0
IND122002AAD,0.0,0,1,2.285,1.0,2.0,24.0,0.0,0.0
IND122004AAA,0.0,0,2,1.6573083780000002,1.0,44.0,42.5,0.0,0.0
IND124103AAA,0.0,1,1,1.884615385,1.0,9.0,12.0,0.0,0.0
IND124112AAA,0.0,1,3,2.200149925,1.0,8.0,25.5,0.0,0.0
IND125033AAA,0.0,2,2,2.0,1.0,5.0,10.0,0.0,0.0
IND125050AAA,0.0,1,1,1.7186147185,1.0,2.0,11.5,0.0,0.0
IND126112AAA,0.0,0,1,2.1301369865,0.9375,16.0,160.5,0.0,0.0
IND126116AAA,0.0,1,1,2.819672131,1.0,5.0,59.0,0.0,0.0
IND131028AAE,0.0,1,1,1.733333333,1.0,1.0,61.0,0.0,0.0
IND121004AAA,0.0,1,1,2.3833333335,1.0,10.0,77.5,0.0,0.0
IND132103AAB,0.0,1,2,1.7970588235,1.0,8.0,159.0,0.0,0.0
IND133004AAA,0.0,0,1,1.6607744105,1.0,6.0,54.5,0.0,0.0
IND134102AAA,0.0,2,1,2.75,1.0,16.0,33.0,0.0,0.0
IND134109AAA,0.0,0,1,1.555555556,1.0,15.0,578.0,0.0,0.0
IND140406AAA,0.0,1,1,1.583333333,0.7142857142857143,7.0,19.0,0.0,0.0
IND140501AAA,0.0,1,1,2.2895833335,0.9285714285714286,14.0,29.0,0.0,0.0
IND141003AAB,0.0,0,3,1.677419355,0.896551724137931,29.0,29.0,0.0,0.0
IND141010AAA,0.0,0,1,1.818181818,1.0,1.0,3.0,0.0,0.0
IND141109AAA,0.0,2,1,1.2916666664999998,0.5555555555555556,18.0,37.0,0.0,0.0
IND142026AAA,0.0,1,2,1.457142857,1.0,19.0,29.0,0.0,0.0
IND121004AAC,0.0,1,1,2.166666667,1.0,5.0,20.0,0.0,0.0
IND121002AAB,0.0,1,1,2.0703125,1.0,28.0,78.5,0.0,0.0
IND143001AAA,0.0,3,1,2.272727273,1.0,19.0,75.0,0.0,0.0
IND110020AAB,0.0,1,1,2.739130435,1.0,3.0,474.0,0.0,0.0
IND000000ABG,0.0,0,1,2.1,1.0,11.0,200.0,0.0,0.0
IND000000ACK,0.0,0,1,3.2739130435000003,1.0,32.0,67.0,0.0,0.0
IND000000ACT,0.0,0,3,1.536149826,0.80625,160.0,105.0,0.0,0.0
IND000000ADM,0.0,1,1,1.454545455,1.0,1.0,83.0,0.0,0.0
IND000000ADV,0.0,0,1,2.0533428165,1.0,18.0,49.0,0.0,0.0
IND000000AEL,0.0,1,1,1.844827586,1.0,17.0,161.0,0.0,0.0
IND000000AEM,0.0,0,2,1.956815115,1.0,22.0,185.0,0.0,0.0
IND000000AFG,0.0,0,2,2.090126812,1.0,4.0,14.0,0.0,0.0
IND000000AFR,0.0,0,1,2.0615530305,1.0,8.0,11.5,0.0,0.0
IND110014AAA,0.0,1,1,3.285714286,1.0,11.0,40.0,0.0,0.0
IND110030AAD,0.0,2,1,1.815789474,1.0,7.0,133.0,0.0,0.0
IND121001AAA,0.0,1,1,1.833333333,0.9629629629629628,27.0,18.0,0.0,0.0
IND110035AAC,0.0,1,1,1.666666667,1.0,3.0,286.0,0.0,0.0
IND110037AAK,0.0,1,1,2.057142857,0.9767441860465116,43.0,191.0,0.0,0.0
IND110039AAA,0.0,1,1,3.733333333,1.0,3.0,81.0,0.0,0.0
IND110043AAC,0.0,1,1,1.620689655,1.0,1.0,139.0,0.0,0.0
IND110052AAA,0.0,1,1,1.6617866005000002,1.0,10.0,111.5,0.0,0.0
IND110077AAA,0.0,0,1,1.333333333,1.0,1.0,57.0,0.0,0.0
IND110078AAA,0.0,1,1,2.7329192545,1.0,14.0,46.0,0.0,0.0
IND110083AAA,0.0,1,1,2.941176471,1.0,1.0,102.0,0.0,0.0
IND110093AAA,0.0,1,1,3.222222222,1.0,1.0,30.0,0.0,0.0
IND110095AAB,0.0,1,1,1.521126761,1.0,1.0,57.0,0.0,0.0
IND142401AAA,0.0,2,1,1.8125,1.0,6.0,43.5,0.0,0.0
IND144001AAA,0.0,1,1,1.813888889,1.0,16.0,36.0,0.0,0.0
IND242221AAA,0.0,1,1,3.10989011,1.0,5.0,24.0,0.0,0.0
IND208017AAA,0.0,0,1,3.0,1.0,3.0,363.0,0.0,0.0
IND201301AAM,0.0,1,1,1.922077922,1.0,27.0,183.0,0.0,0.0
IND201304AAA,0.0,2,1,2.2225274725,1.0,18.0,24.0,0.0,0.0
IND201306AAA,0.0,0,2,2.952380952,1.0,9.0,107.0,0.0,0.0
IND201307AAA,0.0,1,1,1.2023809525,0.5,28.0,25.5,0.0,0.0
IND202001AAC,0.0,0,1,2.800167224,1.0,4.0,8.5,0.0,0.0
IND203001AAA,0.0,0,1,3.615384615,1.0,5.0,1.0,0.0,0.0
IND203396AAB,0.0,1,1,1.35,1.0,15.0,19.0,0.0,0.0
IND204101AAA,0.0,1,2,2.5835536755,1.0,4.0,122.5,0.0,0.0
IND208006AAA,0.0,1,1,3.034482759,1.0,3.0,160.0,0.0,0.0
IND208012AAA,0.0,1,1,1.9375,1.0,12.0,1161.0,0.0,0.0
IND208019AAA,0.0,1,1,2.25,1.0,4.0,183.5,0.0,0.0
IND201204AAA,0.0,1,1,1.642857143,0.8333333333333334,6.0,5.5,0.0,0.0
IND209721AAB,0.0,1,1,1.3394886365,0.7,10.0,19.0,0.0,0.0
IND209801AAA,0.0,1,1,1.739130435,0.8,5.0,800.0,0.0,0.0
IND210501AAB,0.0,0,1,2.337510804,1.0,16.0,42.0,0.0,0.0
IND211008AAA,0.0,0,1,3.619047619,1.0,6.0,185.0,0.0,0.0
IND211010AAB,0.0,0,1,4.0,1.0,1.0,965.0,0.0,0.0
IND221401AAA,0.0,0,1,2.71875,1.0,2.0,19.0,0.0,0.0
IND224001AAA,0.0,0,1,3.15,1.0,13.0,16.0,0.0,0.0
IND226004AAA,0.0,0,2,3.85,1.0,7.0,16.0,0.0,0.0
IND231205AAA,0.0,1,1,3.3,1.0,3.0,18.0,0.0,0.0
IND231208AAA,0.0,0,1,1.8070652175,1.0,6.0,33.0,0.0,0.0
IND201301AAD,0.0,1,1,5.2521235525000005,1.0,2.0,41.5,0.0,0.0
IND201005AAA,0.0,1,1,3.285714286,1.0,1.0,19.0,0.0,0.0
IND144001AAC,0.0,0,2,2.223214286,1.0,27.0,171.0,0.0,0.0
IND160102AAC,0.0,1,1,2.070261438,1.0,28.0,104.5,0.0,0.0
IND144401AAB,0.0,1,1,1.916666667,1.0,17.0,13.0,0.0,0.0
IND144527AAA,0.0,0,1,1.8676470585,1.0,4.0,4.5,0.0,0.0
IND147101AAA,0.0,2,2,1.4039855075,1.0,10.0,20.5,0.0,0.0
IND147105AAA,0.0,2,2,1.980237154,1.0,8.0,820.0,0.0,0.0
IND148028AAA,0.0,0,2,1.811320755,1.0,12.0,21.5,0.0,0.0
IND152101AAA,0.0,1,1,2.227272727,1.0,2.0,580.0,0.0,0.0
IND152107AAA,0.0,2,1,4.173913043,1.0,1.0,611.0,0.0,0.0
IND152116AAA,0.0,1,2,1.8284552845,1.0,2.0,336.5,0.0,0.0
IND160003AAA,0.0,1,1,3.0,1.0,1.0,382.0,0.0,0.0
IND160055AAA,0.0,2,1,1.1,0.3809523809523809,21.0,47.0,0.0,0.0
IND160102AAD,0.0,0,2,1.617647059,1.0,15.0,41.0,0.0,0.0
IND201001AAC,0.0,2,2,2.204545455,1.0,3.0,75.0,0.0,0.0
IND173220AAA,0.0,1,2,3.19047619,1.0,3.0,17.0,0.0,0.0
IND174021AAA,0.0,0,1,2.0866666665,1.0,12.0,10.5,0.0,0.0
IND174101AAB,0.0,0,2,2.5624572795,1.0,12.0,32.5,0.0,0.0
IND174307AAA,0.0,1,1,1.076923077,0.2941176470588235,17.0,19.0,0.0,0.0
IND176201AAA,0.0,1,1,1.602739726,1.0,9.0,8.0,0.0,0.0
IND176215AAA,0.0,0,1,1.869565217,1.0,3.0,58.0,0.0,0.0
IND177001AAA,0.0,0,1,1.80952381,1.0,7.0,31.0,0.0,0.0
IND177203AAA,0.0,0,1,1.513513514,1.0,3.0,24.0,0.0,0.0
IND181201AAB,0.0,1,1,4.8707983195,1.0,8.0,101.5,0.0,0.0
IND201001AAA,0.0,1,1,3.076923077,1.0,5.0,24.0,0.0,0.0
IND401209AAA,0.0,1,1,2.066666667,1.0,20.0,120.5,0.0,0.0
IND401209AAB,0.0,0,3,2.492857143,1.0,32.0,96.5,0.0,0.0
IND401501AAA,0.0,1,1,2.0,1.0,17.0,46.0,0.0,0.0
IND581115AAC,0.0,1,1,1.730769231,1.0,20.0,30.0,0.0,0.0
IND563131AAA,0.0,1,1,1.8163319235,1.0,14.0,14.5,0.0,0.0
IND571105AAA,0.0,0,2,1.692307692,1.0,13.0,13.0,0.0,0.0
IND571213AAA,0.0,1,1,1.5895522385,1.0,8.0,27.5,0.0,0.0
IND571438AAB,0.0,0,1,1.25,0.5555555555555556,9.0,14.0,0.0,0.0
IND573103AAA,0.0,2,2,1.44,1.0,7.0,5.0,0.0,0.0
IND574117AAA,0.0,1,2,1.714285714,1.0,3.0,1.0,0.0,0.0
IND577401AAA,0.0,1,2,1.1487068965,0.25,8.0,13.0,0.0,0.0
IND577598AAB,0.0,1,1,1.896551724,1.0,17.0,19.0,0.0,0.0
IND577598AAC,0.0,1,1,1.838709677,1.0,11.0,23.0,0.0,0.0
IND580002AAA,0.0,2,1,2.0,1.0,1.0,69.0,0.0,0.0
IND581119AAB,0.0,1,1,1.818087855,1.0,14.0,19.5,0.0,0.0
IND562159AAA,0.0,0,1,1.925925926,1.0,11.0,29.0,0.0,0.0
IND581343AAC,0.0,1,1,1.728830645,0.8333333333333334,6.0,9.0,0.0,0.0
IND581400AAB,0.0,2,1,1.662765671,1.0,12.0,25.0,0.0,0.0
IND582209AAA,0.0,1,1,1.840682788,1.0,16.0,15.5,0.0,0.0
IND583119AAA,0.0,1,1,4.23255814,1.0,9.0,54.0,0.0,0.0
IND583231AAA,0.0,1,1,2.409090909,1.0,15.0,28.0,0.0,0.0
IND586101AAA,0.0,1,1,2.078787879,1.0,4.0,46.5,0.0,0.0
IND591126AAA,0.0,0,1,1.5225490195,1.0,2.0,5.0,0.0,0.0
IND600004AAA,0.0,1,1,5.5,1.0,3.0,144.0,0.0,0.0
IND600008AAA,0.0,0,1,2.039473684,1.0,14.0,51.5,0.0,0.0
IND600016AAA,0.0,0,1,2.3636363635000004,1.0,8.0,22.5,0.0,0.0
IND563116AAA,0.0,2,1,1.752840909,1.0,14.0,63.0,0.0,0.0
IND562132AAC,0.0,0,1,1.74918354,1.0,1.0,462.0,0.0,0.0
IND600032AAB,0.0,3,4,2.0625,0.975609756097561,123.0,38.0,0.0,0.0
IND560027AAA,0.0,0,1,2.2055555555,0.75,4.0,99.5,0.0,0.0
IND524003AAA,0.0,1,1,1.6933701655,1.0,14.0,49.5,0.0,0.0
IND530012AAC,0.0,0,2,1.84962406,1.0,5.0,22.0,0.0,0.0
IND530018AAA,0.0,0,1,4.375,1.0,1.0,196.0,0.0,0.0
IND530026AAA,0.0,0,1,2.8699596775,1.0,4.0,19.0,0.0,0.0
IND532222AAA,0.0,1,2,2.039925965,1.0,12.0,26.5,0.0,0.0
IND532421AAA,0.0,1,1,1.833333333,1.0,19.0,21.0,0.0,0.0
IND532440AAA,0.0,1,1,1.527777778,1.0,17.0,13.0,0.0,0.0
IND533242AAA,0.0,2,1,2.247619048,1.0,2.0,19.5,0.0,0.0
IND534260AAC,0.0,1,1,2.581531268,1.0,4.0,37.5,0.0,0.0
IND560002AAA,0.0,3,2,2.3475,0.95,40.0,46.5,0.0,0.0
IND560058AAD,0.0,3,1,1.5445134575,0.8235294117647058,34.0,173.0,0.0,0.0
IND562108AAA,0.0,1,1,2.374216792,1.0,2.0,597.5,0.0,0.0
IND560060AAB,0.0,3,2,1.5500556175,0.8823529411764706,34.0,27.0,0.0,0.0
IND560064AAD,0.0,0,1,2.466666667,1.0,41.0,48.0,0.0,0.0
IND560067AAC,0.0,1,1,2.6333333335,1.0,20.0,27.5,0.0,0.0
IND560077AAA,0.0,1,1,3.454545455,1.0,1.0,114.0,0.0,0.0
IND560078AAC,0.0,3,2,1.75,0.9166666666666666,36.0,53.0,0.0,0.0
IND560083AAB,0.0,2,2,1.619868035,0.9375,32.0,95.5,0.0,0.0
IND560085AAA,0.0,3,1,1.842105263,1.0,7.0,92.0,0.0,0.0
IND560099AAG,0.0,0,1,1.8035714285,1.0,2.0,240.0,0.0,0.0
IND560099AAH,0.0,0,1,1.764705882,1.0,1.0,1.0,0.0,0.0
IND561203AAB,0.0,1,1,1.52,1.0,12.0,20.5,0.0,0.0
IND600016AAB,0.0,0,1,2.0147058825,1.0,22.0,42.5,0.0,0.0
IND600044AAE,0.0,1,1,2.028571429,1.0,29.0,98.0,0.0,0.0
IND523226AAA,0.0,1,1,1.881355932,1.0,13.0,17.0,0.0,0.0
IND689650AAA,0.0,1,1,1.604651163,1.0,3.0,6.0,0.0,0.0
IND673121AAA,0.0,1,1,2.207157258,1.0,8.0,15.5,0.0,0.0
IND673305AAA,0.0,2,1,1.244071146,0.7142857142857143,14.0,12.5,0.0,0.0
IND673573AAA,0.0,0,1,1.6019301955,1.0,12.0,20.0,0.0,0.0
IND679329AAA,0.0,0,1,1.619047619,1.0,3.0,4.0,0.0,0.0
IND680712AAA,0.0,1,1,1.657894737,1.0,9.0,24.0,0.0,0.0
IND683572AAA,0.0,0,1,1.363636364,0.6923076923076923,13.0,21.0,0.0,0.0
IND686507AAA,0.0,1,2,2.333333333,1.0,16.0,23.5,0.0,0.0
IND686513AAA,0.0,1,2,2.314285714,1.0,9.0,15.0,0.0,0.0
IND688524AAA,0.0,0,1,2.269230769,1.0,7.0,40.0,0.0,0.0
IND689645AAA,0.0,1,1,1.75,1.0,15.0,22.0,0.0,0.0
IND690537AAA,0.0,0,1,2.071428571,1.0,1.0,33.0,0.0,0.0
IND642126AAA,0.0,2,1,1.379310345,0.8823529411764706,17.0,16.0,0.0,0.0
IND695012AAB,0.0,0,1,3.3,1.0,3.0,271.0,0.0,0.0
IND695582AAA,0.0,0,2,1.158385093,0.35,20.0,26.0,0.0,0.0
IND700026AAC,0.0,2,2,3.25,0.8,5.0,60.0,0.0,0.0
IND700065AAA,0.0,2,2,3.0,1.0,23.0,155.0,0.0,0.0
IND700065AAB,0.0,0,1,5.208333333500001,1.0,14.0,63.0,0.0,0.0
IND700088AAA,0.0,1,1,3.428571429,1.0,9.0,253.0,0.0,0.0
IND700136AAB,0.0,1,1,5.535714286,1.0,1.0,187.0,0.0,0.0
IND700136AAG,0.0,0,1,4.1202380949999995,1.0,22.0,68.5,0.0,0.0
IND712103AAA,0.0,2,2,2.9643678165,1.0,24.0,38.0,0.0,0.0
IND712124AAA,0.0,2,2,2.888888889,1.0,27.0,25.0,0.0,0.0
IND643231AAA,0.0,1,1,1.107142857,0.3636363636363636,11.0,14.0,0.0,0.0
IND641654AAA,0.0,1,1,1.44,0.9090909090909092,11.0,9.0,0.0,0.0
IND600048AAA,0.0,2,1,1.818181818,1.0,1.0,8.0,0.0,0.0
IND627117AAA,0.0,1,1,1.9375,1.0,11.0,31.0,0.0,0.0
IND600073AAA,0.0,0,1,1.916666667,1.0,1.0,18.0,0.0,0.0
IND600076AAB,0.0,2,2,2.457602339,1.0,18.0,15.5,0.0,0.0
IND600083AAA,0.0,0,1,2.0357142855,1.0,2.0,446.5,0.0,0.0
IND602001AAA,0.0,1,1,2.214285714,1.0,3.0,436.0,0.0,0.0
IND602001AAB,0.0,0,1,2.296296296,1.0,11.0,12.0,0.0,0.0
IND614602AAA,0.0,0,1,1.5,1.0,16.0,22.0,0.0,0.0
IND620020AAA,0.0,0,1,1.769230769,1.0,25.0,24.0,0.0,0.0
IND621211AAA,0.0,0,1,1.5,1.0,15.0,6.0,0.0,0.0
IND621306AAA,0.0,0,1,1.337353801,0.75,12.0,23.5,0.0,0.0
IND625532AAA,0.0,0,2,1.545454545,1.0,7.0,12.0,0.0,0.0
IND629179AAA,0.0,0,1,2.041666667,1.0,11.0,32.0,0.0,0.0
IND641011AAA,0.0,1,1,3.555555556,1.0,9.0,49.0,0.0,0.0
IND631003AAA,0.0,1,1,2.230769231,1.0,10.0,125.0,0.0,0.0
IND635207AAA,0.0,1,1,3.803921569,1.0,1.0,16.0,0.0,0.0
IND636005AAA,0.0,0,2,2.0,0.8,5.0,61.0,0.0,0.0
IND636102AAA,0.0,1,1,1.352380952,1.0,5.0,6.0,0.0,0.0
IND636352AAA,0.0,0,1,1.6,1.0,5.0,15.0,0.0,0.0
IND637211AAA,0.0,1,1,1.450819672,1.0,16.0,16.0,0.0,0.0
IND637301AAA,0.0,0,1,1.8529411765,1.0,10.0,5.5,0.0,0.0
IND637408AAA,0.0,0,1,1.7586206894999998,1.0,10.0,9.0,0.0,0.0
IND639001AAA,0.0,0,1,1.709090909,1.0,9.0,18.0,0.0,0.0
IND641006AAD,0.0,0,1,1.44,1.0,5.0,81.0,0.0,0.0
IND523230AAA,0.0,1,1,1.382978723,1.0,19.0,5.0,0.0,0.0
IND521333AAA,0.0,2,1,2.4741000875,1.0,14.0,267.0,0.0,0.0
IND401602AAA,0.0,1,1,6.482758621,1.0,7.0,88.0,0.0,0.0
IND441904AAB,0.0,0,1,1.7857142855,1.0,12.0,21.5,0.0,0.0
IND423109AAA,0.0,3,3,2.125,1.0,14.0,24.0,0.0,0.0
IND424304AAC,0.0,3,1,1.771428571,1.0,9.0,11.0,0.0,0.0
IND425201AAA,0.0,1,1,1.947368421,1.0,9.0,21.0,0.0,0.0
IND431001AAB,0.0,0,1,3.25,1.0,17.0,75.0,0.0,0.0
IND431112AAB,0.0,2,1,3.272727273,1.0,11.0,9.0,0.0,0.0
IND431131AAB,0.0,0,1,2.363636364,1.0,1.0,936.0,0.0,0.0
IND431717AAA,0.0,1,1,2.115384615,1.0,1.0,649.0,0.0,0.0
IND441206AAB,0.0,0,2,2.739800995,1.0,8.0,19.5,0.0,0.0
IND441603AAA,0.0,2,1,1.833333333,1.0,1.0,50.0,0.0,0.0
IND441614AAA,0.0,0,1,2.296296296,1.0,9.0,26.0,0.0,0.0
IND442001AAA,0.0,0,1,3.714285714,1.0,5.0,15.0,0.0,0.0
IND421302AAN,0.0,0,1,2.532296651,1.0,16.0,65.0,0.0,0.0
IND442605AAA,0.0,2,1,2.090909091,1.0,3.0,18.0,0.0,0.0
IND444303AAA,0.0,1,1,3.2424242425,1.0,2.0,35.5,0.0,0.0
IND444602AAA,0.0,0,1,2.081081081,1.0,21.0,64.0,0.0,0.0
IND445101AAA,0.0,0,1,4.210526316,1.0,1.0,111.0,0.0,0.0
IND451666AAA,0.0,0,2,2.607347185,1.0,10.0,44.5,0.0,0.0
IND454001AAA,0.0,0,1,1.146067416,0.3529411764705882,17.0,34.0,0.0,0.0
IND457226AAA,0.0,1,1,1.795221843,1.0,16.0,41.5,0.0,0.0
IND462011AAA,0.0,1,1,2.363636364,1.0,11.0,12.0,0.0,0.0
IND462021AAA,0.0,0,1,6.727272727,1.0,1.0,6.0,0.0,0.0
IND462042AAA,0.0,1,1,3.2,1.0,17.0,32.0,0.0,0.0
IND421502AAA,0.0,0,1,3.294117647,1.0,17.0,24.0,0.0,0.0
IND421302AAF,0.0,1,1,2.9444444445,1.0,12.0,76.0,0.0,0.0
IND465333A1B,0.0,1,2,0.9456580365,0.5,2.0,27.5,0.0,0.0
IND411021AAA,0.0,1,1,1.363636364,0.6206896551724138,29.0,48.0,0.0,0.0
IND403002AAA,0.0,1,1,1.724137931,1.0,1.0,469.0,0.0,0.0
IND403401AAA,0.0,1,1,2.119047619,1.0,1.0,302.0,0.0,0.0
IND403507AAA,0.0,1,1,1.612903226,1.0,3.0,421.0,0.0,0.0
IND403507AAB,0.0,1,1,2.302325581,1.0,1.0,283.0,0.0,0.0
IND403601AAA,0.0,1,1,1.7833333335,1.0,4.0,497.0,0.0,0.0
IND410206AAB,0.0,1,1,2.3033088235,1.0,36.0,63.0,0.0,0.0
IND410401AAA,0.0,1,1,2.47761194,1.0,9.0,37.0,0.0,0.0
IND410501AAF,0.0,1,1,5.390476190499999,1.0,4.0,42.5,0.0,0.0
IND410503AAA,0.0,1,1,3.7954545455,1.0,2.0,24.5,0.0,0.0
IND411017AAA,0.0,1,1,2.8529411765,1.0,2.0,17.5,0.0,0.0
IND411033AAB,0.0,0,1,5.266666667,1.0,1.0,79.0,0.0,0.0
IND421301AAA,0.0,1,1,3.652777778,1.0,14.0,80.5,0.0,0.0
IND411036AAA,0.0,1,1,2.2266009855,1.0,32.0,139.5,0.0,0.0
IND411043AAA,0.0,1,1,3.0,1.0,3.0,61.0,0.0,0.0
IND411048AAA,0.0,1,1,3.857142857,1.0,2.0,65.5,0.0,0.0
IND412105AAC,0.0,1,1,2.333333333,1.0,33.0,27.0,0.0,0.0
IND412210AAC,0.0,1,1,2.476190476,1.0,2.0,25.5,0.0,0.0
IND413307AAC,0.0,1,1,2.828125,1.0,1.0,11.0,0.0,0.0
IND413401AAA,0.0,1,1,2.134831461,1.0,19.0,60.0,0.0,0.0
IND413531AAA,0.0,1,1,2.1521739130000004,1.0,4.0,28.0,0.0,0.0
IND414203AAB,0.0,1,1,1.783783784,1.0,1.0,22.0,0.0,0.0
IND416606AAA,0.0,1,1,2.0,1.0,10.0,1273.5,0.0,0.0
IND464001AAA,0.0,0,1,1.842105263,1.0,1.0,18.0,0.0,0.0
IND465333AAA,0.0,2,1,1.865384615,1.0,3.0,413.0,0.0,0.0
IND521301AAA,0.0,1,1,1.846153846,1.0,19.0,19.0,0.0,0.0
IND508213AAB,0.0,1,1,1.8441295545,1.0,14.0,24.0,0.0,0.0
IND501359AAG,0.0,0,1,2.75,1.0,11.0,83.0,0.0,0.0
IND504215AAA,0.0,1,2,2.042372881,1.0,16.0,80.0,0.0,0.0
IND504293AAA,0.0,2,2,1.941176471,0.8888888888888888,9.0,56.0,0.0,0.0
IND505001AAA,0.0,0,2,1.426470588,1.0,10.0,25.0,0.0,0.0
IND505325AAA,0.0,1,1,1.4219367589999998,1.0,6.0,17.0,0.0,0.0
IND505326AAA,0.0,0,1,2.828571429,1.0,1.0,5.0,0.0,0.0
IND505467AAA,0.0,1,1,1.733333333,1.0,13.0,24.0,0.0,0.0
IND506001AAC,0.0,0,2,1.588235294,1.0,15.0,17.0,0.0,0.0
IND507111AAA,0.0,0,2,1.714717742,1.0,20.0,18.5,0.0,0.0
IND507159AAA,0.0,2,2,1.882352941,0.7272727272727273,11.0,389.0,0.0,0.0
IND508277AAB,0.0,1,1,1.384615385,1.0,11.0,7.0,0.0,0.0
IND500055AAA,0.0,1,2,2.496078431,1.0,2.0,65.5,0.0,0.0
IND509103AAB,0.0,2,2,2.2068965515,1.0,10.0,16.5,0.0,0.0
IND509216AAC,0.0,2,1,2.0476923075,1.0,12.0,53.0,0.0,0.0
IND509324AAA,0.0,1,1,2.188655462,1.0,8.0,13.0,0.0,0.0
IND515401AAB,0.0,1,1,2.434782609,1.0,18.0,16.5,0.0,0.0
IND515865AAB,0.0,1,1,1.696969697,1.0,18.0,10.5,0.0,0.0
IND000000AAQ,0.0,0,1,4.714285714,1.0,1.0,322.0,0.0,0.0
IND517325AAA,0.0,0,1,2.15625,1.0,1.0,44.0,0.0,0.0
IND518222AAA,0.0,1,1,1.513513514,1.0,5.0,131.0,0.0,0.0
IND520011AAA,0.0,1,1,1.8708333335,1.0,8.0,75.0,0.0,0.0
IND521165AAA,0.0,2,1,2.52,1.0,1.0,243.0,0.0,0.0
IND500055AAC,0.0,0,1,2.5,1.0,17.0,31.0,0.0,0.0
IND500039AAD,0.0,1,1,2.717013889,1.0,8.0,266.0,0.0,0.0
IND470117AAA,0.0,2,1,1.752631579,1.0,6.0,23.0,0.0,0.0
IND488001AAA,0.0,1,1,2.1686613475,1.0,4.0,11.0,0.0,0.0
IND473443AAA,0.0,1,1,1.813559322,1.0,7.0,16.0,0.0,0.0
IND476001AAA,0.0,1,1,2.208333333,1.0,1.0,6.0,0.0,0.0
IND477001AAB,0.0,1,1,3.4895368785,1.0,8.0,437.0,0.0,0.0
IND480001AAA,0.0,2,2,1.5535444945,1.0,12.0,19.0,0.0,0.0
IND480886AAA,0.0,1,2,1.577828283,1.0,8.0,3.0,0.0,0.0
IND483225AAA,0.0,1,1,2.121212121,1.0,3.0,0.0,0.0,0.0
IND484224AAA,0.0,1,1,0.96875,0.0,1.0,72.0,0.0,0.0
IND484551AAA,0.0,1,1,2.038461538,1.0,1.0,3.0,0.0,0.0
IND485771AAA,0.0,1,2,3.7095238095,1.0,2.0,20.5,0.0,0.0
IND487001AAB,0.0,1,1,1.6276595745,1.0,4.0,13.5,0.0,0.0
